#This is the file used to start multiple runs
#Each line starting with '#' is a comment
#Each line is specified as:
#TAG mA mCHI eps alphaD Nevents Ebeam Ldump Lx Ly Lz procid
#procid: 0 nothing, 1 proton elastic, 2 electron elastic
#Compute the total cross-section vs E0
#
proton001 9E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton002 19E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton003 49E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton004 99E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton005 199E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton006 9E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton007 19E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton008 49E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton009 99E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton010 199E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton011 9E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton012 19E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton013 49E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton014 99E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
proton015 199E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 1
#
electron001 9E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron002 19E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron003 49E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron004 99E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron005 199E-3 10E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron006 9E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron007 19E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron008 49E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron009 99E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron010 199E-3 50E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron011 9E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron012 19E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron013 49E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron014 99E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
electron015 199E-3 100E-3 3.87E-4 0.1 10000 11 20.0825 0.514 0.574 2.97 2
